,userID,count,mean,std,min,25%,50%,75%,max
344,3250,18.0,3250.0,0.0,3250.0,3250.0,3250.0,3250.0,3250.0
345,3267,12.0,3267.0,0.0,3267.0,3267.0,3267.0,3267.0,3267.0
346,3270,46.0,3270.0,0.0,3270.0,3270.0,3270.0,3270.0,3270.0
347,3271,5.0,3271.0,0.0,3271.0,3271.0,3271.0,3271.0,3271.0
348,3330,9.0,3330.0,0.0,3330.0,3330.0,3330.0,3330.0,3330.0
349,3336,1.0,3336.0,,3336.0,3336.0,3336.0,3336.0,3336.0
350,3389,40.0,3389.0,0.0,3389.0,3389.0,3389.0,3389.0,3389.0
351,3424,32.0,3424.0,0.0,3424.0,3424.0,3424.0,3424.0,3424.0
352,3447,32.0,3447.0,0.0,3447.0,3447.0,3447.0,3447.0,3447.0
353,3449,27.0,3449.0,0.0,3449.0,3449.0,3449.0,3449.0,3449.0
354,3456,12.0,3456.0,0.0,3456.0,3456.0,3456.0,3456.0,3456.0
355,3556,5.0,3556.0,0.0,3556.0,3556.0,3556.0,3556.0,3556.0
356,3577,10.0,3577.0,0.0,3577.0,3577.0,3577.0,3577.0,3577.0
357,3590,1.0,3590.0,,3590.0,3590.0,3590.0,3590.0,3590.0
358,3600,3.0,3600.0,0.0,3600.0,3600.0,3600.0,3600.0,3600.0
359,3648,2.0,3648.0,0.0,3648.0,3648.0,3648.0,3648.0,3648.0
360,3711,7.0,3711.0,0.0,3711.0,3711.0,3711.0,3711.0,3711.0
361,3751,3.0,3751.0,0.0,3751.0,3751.0,3751.0,3751.0,3751.0
362,3818,4.0,3818.0,0.0,3818.0,3818.0,3818.0,3818.0,3818.0
363,3831,1.0,3831.0,,3831.0,3831.0,3831.0,3831.0,3831.0
364,3852,1.0,3852.0,,3852.0,3852.0,3852.0,3852.0,3852.0
365,3853,68.0,3853.0,0.0,3853.0,3853.0,3853.0,3853.0,3853.0
366,3856,9.0,3856.0,0.0,3856.0,3856.0,3856.0,3856.0,3856.0
367,3876,3.0,3876.0,0.0,3876.0,3876.0,3876.0,3876.0,3876.0
368,3877,7.0,3877.0,0.0,3877.0,3877.0,3877.0,3877.0,3877.0
369,3905,20.0,3905.0,0.0,3905.0,3905.0,3905.0,3905.0,3905.0
370,3968,3.0,3968.0,0.0,3968.0,3968.0,3968.0,3968.0,3968.0
371,3977,7.0,3977.0,0.0,3977.0,3977.0,3977.0,3977.0,3977.0
372,4011,18.0,4011.0,0.0,4011.0,4011.0,4011.0,4011.0,4011.0
373,4054,3.0,4054.0,0.0,4054.0,4054.0,4054.0,4054.0,4054.0
374,4068,3.0,4068.0,0.0,4068.0,4068.0,4068.0,4068.0,4068.0
375,4096,1.0,4096.0,,4096.0,4096.0,4096.0,4096.0,4096.0
376,4269,2.0,4269.0,0.0,4269.0,4269.0,4269.0,4269.0,4269.0
377,4521,5.0,4521.0,0.0,4521.0,4521.0,4521.0,4521.0,4521.0
378,4591,1.0,4591.0,,4591.0,4591.0,4591.0,4591.0,4591.0
379,4595,3.0,4595.0,0.0,4595.0,4595.0,4595.0,4595.0,4595.0
380,4622,45.0,4622.0,0.0,4622.0,4622.0,4622.0,4622.0,4622.0
381,4701,65.0,4701.0,0.0,4701.0,4701.0,4701.0,4701.0,4701.0
382,4758,2.0,4758.0,0.0,4758.0,4758.0,4758.0,4758.0,4758.0
383,4861,4.0,4861.0,0.0,4861.0,4861.0,4861.0,4861.0,4861.0
384,4913,21.0,4913.0,0.0,4913.0,4913.0,4913.0,4913.0,4913.0
385,4947,19.0,4947.0,0.0,4947.0,4947.0,4947.0,4947.0,4947.0
386,4969,4.0,4969.0,0.0,4969.0,4969.0,4969.0,4969.0,4969.0
387,4994,3.0,4994.0,0.0,4994.0,4994.0,4994.0,4994.0,4994.0
388,5019,4.0,5019.0,0.0,5019.0,5019.0,5019.0,5019.0,5019.0
389,5200,3.0,5200.0,0.0,5200.0,5200.0,5200.0,5200.0,5200.0
390,5368,30.0,5368.0,0.0,5368.0,5368.0,5368.0,5368.0,5368.0
391,5471,4.0,5471.0,0.0,5471.0,5471.0,5471.0,5471.0,5471.0
392,5594,98.0,5594.0,0.0,5594.0,5594.0,5594.0,5594.0,5594.0
393,5758,5.0,5758.0,0.0,5758.0,5758.0,5758.0,5758.0,5758.0
394,5768,6.0,5768.0,0.0,5768.0,5768.0,5768.0,5768.0,5768.0
395,5855,5.0,5855.0,0.0,5855.0,5855.0,5855.0,5855.0,5855.0
396,6025,4.0,6025.0,0.0,6025.0,6025.0,6025.0,6025.0,6025.0
397,6049,8.0,6049.0,0.0,6049.0,6049.0,6049.0,6049.0,6049.0
398,6097,4.0,6097.0,0.0,6097.0,6097.0,6097.0,6097.0,6097.0
399,6105,6.0,6105.0,0.0,6105.0,6105.0,6105.0,6105.0,6105.0
400,6435,2.0,6435.0,0.0,6435.0,6435.0,6435.0,6435.0,6435.0
401,6481,6.0,6481.0,0.0,6481.0,6481.0,6481.0,6481.0,6481.0
402,6606,2.0,6606.0,0.0,6606.0,6606.0,6606.0,6606.0,6606.0
403,6623,1.0,6623.0,,6623.0,6623.0,6623.0,6623.0,6623.0
404,6638,1.0,6638.0,,6638.0,6638.0,6638.0,6638.0,6638.0
405,6952,4.0,6952.0,0.0,6952.0,6952.0,6952.0,6952.0,6952.0
