,userID,userID,userID,userID,userID,userID,userID,userID,kWhRequested,kWhRequested,kWhRequested,kWhRequested,kWhRequested,kWhRequested,kWhRequested,kWhRequested
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
userID,,,,,,,,,,,,,,,,
1099,125.0,1099.0,0.0,1099.0,1099.0,1099.0,1099.0,1099.0,125.0,31.392319999999984,4.908370588317271,16.0,28.0,35.04,35.04,40.0
1102,26.0,1102.0,0.0,1102.0,1102.0,1102.0,1102.0,1102.0,26.0,14.378461538461538,2.565630826611953,8.0,13.125,15.0,15.0,20.0
1104,186.0,1104.0,0.0,1104.0,1104.0,1104.0,1104.0,1104.0,186.0,31.370967741935484,6.8083427462419435,5.0,25.0,30.0,37.5,40.0
1105,9.0,1105.0,0.0,1105.0,1105.0,1105.0,1105.0,1105.0,9.0,25.77777777777778,9.820613241770824,16.0,16.0,20.0,36.0,36.0
1108,102.0,1108.0,0.0,1108.0,1108.0,1108.0,1108.0,1108.0,102.0,15.92156862745098,5.188880484590338,4.0,12.0,20.0,20.0,20.0
1110,8.0,1110.0,0.0,1110.0,1110.0,1110.0,1110.0,1110.0,8.0,35.5,1.4142135623730951,32.0,36.0,36.0,36.0,36.0
1111,14.0,1111.0,0.0,1111.0,1111.0,1111.0,1111.0,1111.0,14.0,9.428571428571429,1.9889806323953876,8.0,8.0,8.0,12.0,12.0
1120,36.0,1120.0,0.0,1120.0,1120.0,1120.0,1120.0,1120.0,36.0,24.055555555555557,4.338824359823385,8.0,22.5,22.5,26.25,30.0
1122,15.0,1122.0,0.0,1122.0,1122.0,1122.0,1122.0,1122.0,15.0,28.454666666666665,11.324735169824796,16.08,18.04,22.5,40.0,40.0
1123,31.0,1123.0,0.0,1123.0,1123.0,1123.0,1123.0,1123.0,31.0,21.77483870967741,9.881952530064673,6.92,17.3,20.76,25.95,44.98
1124,254.0,1124.0,0.0,1124.0,1124.0,1124.0,1124.0,1124.0,254.0,8.393700787401574,0.4895344293803894,8.0,8.0,8.0,9.0,9.0
1126,88.0,1126.0,0.0,1126.0,1126.0,1126.0,1126.0,1126.0,88.0,18.556818181818183,4.64079351752578,5.0,20.0,20.0,20.0,24.0
1133,104.0,1133.0,0.0,1133.0,1133.0,1133.0,1133.0,1133.0,104.0,20.46153846153846,14.441662409298235,8.0,8.0,8.0,40.0,44.0
1135,137.0,1135.0,0.0,1135.0,1135.0,1135.0,1135.0,1135.0,137.0,18.51094890510949,3.6944250295331096,4.0,20.0,20.0,20.0,20.0
1137,120.0,1137.0,0.0,1137.0,1137.0,1137.0,1137.0,1137.0,120.0,19.4,10.366721157773332,8.0,8.0,16.0,28.0,40.0
1142,15.0,1142.0,0.0,1142.0,1142.0,1142.0,1142.0,1142.0,15.0,9.866666666666667,4.501851470969101,4.0,8.0,8.0,12.0,20.0
1152,46.0,1152.0,0.0,1152.0,1152.0,1152.0,1152.0,1152.0,46.0,12.777173913043478,2.943556173552648,6.0,12.0,12.0,15.0,16.0
1153,41.0,1153.0,0.0,1153.0,1153.0,1153.0,1153.0,1153.0,41.0,19.853658536585368,2.2534526355101865,18.0,18.0,20.0,20.0,24.0
1154,106.0,1154.0,0.0,1154.0,1154.0,1154.0,1154.0,1154.0,106.0,19.8788679245283,7.138340119284063,6.16,15.4,21.56,24.0,36.0
1161,112.0,1161.0,0.0,1161.0,1161.0,1161.0,1161.0,1161.0,112.0,15.571428571428571,1.809456071346104,4.0,16.0,16.0,16.0,16.0
1162,3.0,1162.0,0.0,1162.0,1162.0,1162.0,1162.0,1162.0,3.0,45.18,25.668992968170762,15.54,37.769999999999996,60.0,60.0,60.0
1164,96.0,1164.0,0.0,1164.0,1164.0,1164.0,1164.0,1164.0,96.0,11.28125,2.2633376611590794,5.25,10.5,10.5,10.5,16.5
1202,109.0,1202.0,0.0,1202.0,1202.0,1202.0,1202.0,1202.0,109.0,14.946788990825707,1.0275437097433995,7.5,15.0,15.0,15.2,15.2
1208,67.0,1208.0,0.0,1208.0,1208.0,1208.0,1208.0,1208.0,67.0,55.168955223880594,18.120597783832054,20.0,40.0,52.0,80.0,80.0
1214,61.0,1214.0,0.0,1214.0,1214.0,1214.0,1214.0,1214.0,61.0,29.16393442622951,11.156732388814763,5.0,22.5,27.5,40.0,47.5
1215,10.0,1215.0,0.0,1215.0,1215.0,1215.0,1215.0,1215.0,10.0,7.7219999999999995,2.7132342324244694,4.29,5.362500000000001,8.58,8.58,12.87
1222,95.0,1222.0,0.0,1222.0,1222.0,1222.0,1222.0,1222.0,95.0,7.91578947368421,0.8207826816681238,4.0,8.0,8.0,8.0,12.0
1225,26.0,1225.0,0.0,1225.0,1225.0,1225.0,1225.0,1225.0,26.0,47.76923076923077,19.801631634403652,6.0,36.0,54.0,54.0,80.0
1231,12.0,1231.0,0.0,1231.0,1231.0,1231.0,1231.0,1231.0,12.0,38.916666666666664,3.964807305493795,36.0,36.0,36.0,41.25,45.0
1236,64.0,1236.0,0.0,1236.0,1236.0,1236.0,1236.0,1236.0,64.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
1238,13.0,1238.0,0.0,1238.0,1238.0,1238.0,1238.0,1238.0,13.0,39.11384615384615,28.959898002370316,8.0,8.0,40.0,40.0,84.16
1243,37.0,1243.0,0.0,1243.0,1243.0,1243.0,1243.0,1243.0,37.0,33.51027027027027,16.666428412711465,5.56,19.46,33.36,44.48,61.16
1244,6.0,1244.0,0.0,1244.0,1244.0,1244.0,1244.0,1244.0,6.0,31.766666666666666,19.750611804869912,8.0,15.0,36.0,45.0,54.6
1249,3.0,1249.0,0.0,1249.0,1249.0,1249.0,1249.0,1249.0,3.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0
1257,13.0,1257.0,0.0,1257.0,1257.0,1257.0,1257.0,1257.0,13.0,44.53846153846154,12.798863130602555,20.0,36.0,42.5,57.5,62.5
1263,79.0,1263.0,0.0,1263.0,1263.0,1263.0,1263.0,1263.0,79.0,16.943037974683545,6.580851857108325,8.0,12.0,17.5,17.5,30.0
1272,47.0,1272.0,0.0,1272.0,1272.0,1272.0,1272.0,1272.0,47.0,20.382978723404257,7.8755350169931475,4.0,17.0,20.0,26.0,36.0
1274,66.0,1274.0,0.0,1274.0,1274.0,1274.0,1274.0,1274.0,66.0,15.715606060606062,7.51350212899579,6.66,9.99,13.32,19.1475,36.63
1285,29.0,1285.0,0.0,1285.0,1285.0,1285.0,1285.0,1285.0,29.0,15.172413793103448,2.4794723735568267,8.0,16.0,16.0,16.0,16.0
1286,23.0,1286.0,0.0,1286.0,1286.0,1286.0,1286.0,1286.0,23.0,50.92999999999999,18.483357870847446,16.0,40.0,45.0,75.0,75.0
1293,6.0,1293.0,0.0,1293.0,1293.0,1293.0,1293.0,1293.0,6.0,46.0,18.373894524569362,16.0,36.0,54.0,60.0,60.0
1297,1.0,1297.0,,1297.0,1297.0,1297.0,1297.0,1297.0,1.0,31.0,,31.0,31.0,31.0,31.0,31.0
1302,2.0,1302.0,0.0,1302.0,1302.0,1302.0,1302.0,1302.0,2.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0
1309,28.0,1309.0,0.0,1309.0,1309.0,1309.0,1309.0,1309.0,28.0,23.785714285714285,4.3915503282684,18.0,18.0,27.0,27.0,27.0
1314,10.0,1314.0,0.0,1314.0,1314.0,1314.0,1314.0,1314.0,10.0,16.351999999999997,6.232881980093782,6.5,16.14,16.875,18.83,28.0
1316,13.0,1316.0,0.0,1316.0,1316.0,1316.0,1316.0,1316.0,13.0,48.55384615384616,7.327643480298354,40.0,44.0,48.0,52.0,68.0
1325,1.0,1325.0,,1325.0,1325.0,1325.0,1325.0,1325.0,1.0,24.0,,24.0,24.0,24.0,24.0,24.0
1327,10.0,1327.0,0.0,1327.0,1327.0,1327.0,1327.0,1327.0,10.0,24.0,0.0,24.0,24.0,24.0,24.0,24.0
1336,1.0,1336.0,,1336.0,1336.0,1336.0,1336.0,1336.0,1.0,8.0,,8.0,8.0,8.0,8.0,8.0
1339,1.0,1339.0,,1339.0,1339.0,1339.0,1339.0,1339.0,1.0,24.0,,24.0,24.0,24.0,24.0,24.0
1346,52.0,1346.0,0.0,1346.0,1346.0,1346.0,1346.0,1346.0,52.0,31.0,4.029304421069108,12.0,32.0,32.0,32.0,40.0
1356,2.0,1356.0,0.0,1356.0,1356.0,1356.0,1356.0,1356.0,2.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
1359,1.0,1359.0,,1359.0,1359.0,1359.0,1359.0,1359.0,1.0,32.0,,32.0,32.0,32.0,32.0,32.0
1364,49.0,1364.0,0.0,1364.0,1364.0,1364.0,1364.0,1364.0,49.0,21.959183673469386,6.331005658902953,8.0,24.0,24.0,24.0,28.0
1366,228.0,1366.0,0.0,1366.0,1366.0,1366.0,1366.0,1366.0,228.0,11.964912280701755,3.6545302874962315,8.0,12.0,12.0,12.0,24.0
1367,4.0,1367.0,0.0,1367.0,1367.0,1367.0,1367.0,1367.0,4.0,24.0,18.475208614068023,8.0,8.0,24.0,40.0,40.0
1374,7.0,1374.0,0.0,1374.0,1374.0,1374.0,1374.0,1374.0,7.0,37.857142857142854,10.842486975298785,30.0,30.0,35.0,40.0,60.0
1384,25.0,1384.0,0.0,1384.0,1384.0,1384.0,1384.0,1384.0,25.0,19.721600000000002,10.37679288926336,4.0,10.7,20.0,28.0,36.0
1394,1.0,1394.0,,1394.0,1394.0,1394.0,1394.0,1394.0,1.0,16.0,,16.0,16.0,16.0,16.0,16.0
1395,36.0,1395.0,0.0,1395.0,1395.0,1395.0,1395.0,1395.0,36.0,10.011944444444445,2.543572088275457,3.33,9.99,9.99,10.4925,16.0
1397,6.0,1397.0,0.0,1397.0,1397.0,1397.0,1397.0,1397.0,6.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0
1408,6.0,1408.0,0.0,1408.0,1408.0,1408.0,1408.0,1408.0,6.0,25.333333333333332,4.131182235954578,20.0,22.0,28.0,28.0,28.0
1410,10.0,1410.0,0.0,1410.0,1410.0,1410.0,1410.0,1410.0,10.0,11.2,1.6865480854231354,8.0,12.0,12.0,12.0,12.0
1453,11.0,1453.0,0.0,1453.0,1453.0,1453.0,1453.0,1453.0,11.0,10.545454545454545,2.018099916438052,8.0,8.0,12.0,12.0,12.0
1458,8.0,1458.0,0.0,1458.0,1458.0,1458.0,1458.0,1458.0,8.0,17.9125,7.225163863687996,6.26,14.085,20.0,24.0,24.0
1470,326.0,1470.0,0.0,1470.0,1470.0,1470.0,1470.0,1470.0,326.0,19.36515337423313,6.951295206889651,5.84,14.6,17.52,26.28,35.04
1471,3.0,1471.0,0.0,1471.0,1471.0,1471.0,1471.0,1471.0,3.0,16.0,0.0,16.0,16.0,16.0,16.0,16.0
1473,33.0,1473.0,0.0,1473.0,1473.0,1473.0,1473.0,1473.0,33.0,29.939393939393938,10.49386545183481,8.0,24.0,32.0,40.0,44.0
1481,34.0,1481.0,0.0,1481.0,1481.0,1481.0,1481.0,1481.0,34.0,7.882352941176471,1.2001188295294303,4.0,8.0,8.0,8.0,12.0
1499,5.0,1499.0,0.0,1499.0,1499.0,1499.0,1499.0,1499.0,5.0,36.9,2.0124611797498106,36.0,36.0,36.0,36.0,40.5
1509,17.0,1509.0,0.0,1509.0,1509.0,1509.0,1509.0,1509.0,17.0,21.41176470588235,8.478346120628508,8.0,16.0,20.0,28.0,40.0
1524,102.0,1524.0,0.0,1524.0,1524.0,1524.0,1524.0,1524.0,102.0,14.666666666666666,5.885598017738098,4.0,8.0,18.0,20.0,20.0
1525,5.0,1525.0,0.0,1525.0,1525.0,1525.0,1525.0,1525.0,5.0,60.08,11.225061247048941,40.0,65.1,65.1,65.1,65.1
1526,34.0,1526.0,0.0,1526.0,1526.0,1526.0,1526.0,1526.0,34.0,17.421764705882346,4.961661177461506,7.0,16.0,19.95,20.0,24.0
1534,122.0,1534.0,0.0,1534.0,1534.0,1534.0,1534.0,1534.0,122.0,9.508196721311476,2.795350039848037,2.5,7.5,10.0,10.0,17.5
1539,21.0,1539.0,0.0,1539.0,1539.0,1539.0,1539.0,1539.0,21.0,5.038095238095238,1.740826295319608,4.0,4.0,4.0,5.8,8.0
1546,1.0,1546.0,,1546.0,1546.0,1546.0,1546.0,1546.0,1.0,36.0,,36.0,36.0,36.0,36.0,36.0
1564,86.0,1564.0,0.0,1564.0,1564.0,1564.0,1564.0,1564.0,86.0,10.162790697674419,2.8977088926021195,6.0,6.5,12.0,12.0,15.0
1573,6.0,1573.0,0.0,1573.0,1573.0,1573.0,1573.0,1573.0,6.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0
1604,1.0,1604.0,,1604.0,1604.0,1604.0,1604.0,1604.0,1.0,66.13,,66.13,66.13,66.13,66.13,66.13
1606,6.0,1606.0,0.0,1606.0,1606.0,1606.0,1606.0,1606.0,6.0,10.666666666666666,3.265986323710904,8.0,8.0,10.0,12.0,16.0
1616,2.0,1616.0,0.0,1616.0,1616.0,1616.0,1616.0,1616.0,2.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
1626,22.0,1626.0,0.0,1626.0,1626.0,1626.0,1626.0,1626.0,22.0,37.53454545454545,9.927574262423361,18.0,36.0,38.0,40.0,64.0
1649,9.0,1649.0,0.0,1649.0,1649.0,1649.0,1649.0,1649.0,9.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
1667,2.0,1667.0,0.0,1667.0,1667.0,1667.0,1667.0,1667.0,2.0,37.5,0.0,37.5,37.5,37.5,37.5,37.5
1712,9.0,1712.0,0.0,1712.0,1712.0,1712.0,1712.0,1712.0,9.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
1718,1.0,1718.0,,1718.0,1718.0,1718.0,1718.0,1718.0,1.0,17.85,,17.85,17.85,17.85,17.85,17.85
1725,1.0,1725.0,,1725.0,1725.0,1725.0,1725.0,1725.0,1.0,30.4,,30.4,30.4,30.4,30.4,30.4
1726,37.0,1726.0,0.0,1726.0,1726.0,1726.0,1726.0,1726.0,37.0,44.75675675675676,24.98155475702179,12.0,32.0,36.0,66.0,90.0
1727,7.0,1727.0,0.0,1727.0,1727.0,1727.0,1727.0,1727.0,7.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
1746,259.0,1746.0,0.0,1746.0,1746.0,1746.0,1746.0,1746.0,259.0,25.12123552123552,13.560802096717252,8.0,12.0,27.48,36.0,50.0
1752,6.0,1752.0,0.0,1752.0,1752.0,1752.0,1752.0,1752.0,6.0,8.666666666666666,4.676180777800049,4.0,5.0,8.0,11.0,16.0
1754,4.0,1754.0,0.0,1754.0,1754.0,1754.0,1754.0,1754.0,4.0,46.599999999999994,18.92900948280179,18.64,43.105000000000004,54.754999999999995,58.25,58.25
1792,3.0,1792.0,0.0,1792.0,1792.0,1792.0,1792.0,1792.0,3.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
1797,2.0,1797.0,0.0,1797.0,1797.0,1797.0,1797.0,1797.0,2.0,28.6,29.13279938488576,8.0,18.3,28.6,38.900000000000006,49.2
1816,4.0,1816.0,0.0,1816.0,1816.0,1816.0,1816.0,1816.0,4.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0
1820,10.0,1820.0,0.0,1820.0,1820.0,1820.0,1820.0,1820.0,10.0,15.2,6.196773353931867,8.0,8.0,20.0,20.0,20.0
1826,12.0,1826.0,0.0,1826.0,1826.0,1826.0,1826.0,1826.0,12.0,35.666666666666664,17.348478232101424,16.0,25.0,40.0,40.0,80.0
1828,3.0,1828.0,0.0,1828.0,1828.0,1828.0,1828.0,1828.0,3.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0
1864,65.0,1864.0,0.0,1864.0,1864.0,1864.0,1864.0,1864.0,65.0,8.860615384615386,2.4287849823285326,3.33,6.66,8.0,9.99,14.0
1902,3.0,1902.0,0.0,1902.0,1902.0,1902.0,1902.0,1902.0,3.0,12.833333333333334,4.645786621588784,7.5,11.25,15.0,15.5,16.0
1912,176.0,1912.0,0.0,1912.0,1912.0,1912.0,1912.0,1912.0,176.0,16.84090909090909,3.7671857283240318,4.0,16.0,16.0,20.0,20.0
1915,6.0,1915.0,0.0,1915.0,1915.0,1915.0,1915.0,1915.0,6.0,19.13,2.613939555536814,16.02,18.69,18.69,18.69,24.0
1920,152.0,1920.0,0.0,1920.0,1920.0,1920.0,1920.0,1920.0,152.0,11.87171052631579,2.8699728351659406,8.0,8.0,12.0,13.5,18.0
1938,29.0,1938.0,0.0,1938.0,1938.0,1938.0,1938.0,1938.0,29.0,12.689655172413794,4.009840113270121,8.0,8.0,16.0,16.0,16.0
1943,26.0,1943.0,0.0,1943.0,1943.0,1943.0,1943.0,1943.0,26.0,26.03846153846154,2.5036895850846883,20.0,25.0,26.25,27.5,29.25
1953,16.0,1953.0,0.0,1953.0,1953.0,1953.0,1953.0,1953.0,16.0,10.0,4.618802153517006,8.0,8.0,8.0,8.0,24.0
1957,49.0,1957.0,0.0,1957.0,1957.0,1957.0,1957.0,1957.0,49.0,23.448571428571423,7.334919620100367,6.66,19.98,24.0,28.0,40.0
1991,5.0,1991.0,0.0,1991.0,1991.0,1991.0,1991.0,1991.0,5.0,72.0,4.107919181288746,67.5,67.5,75.0,75.0,75.0
2038,4.0,2038.0,0.0,2038.0,2038.0,2038.0,2038.0,2038.0,4.0,30.5,7.187952884282608,24.0,25.5,29.0,34.0,40.0
2069,22.0,2069.0,0.0,2069.0,2069.0,2069.0,2069.0,2069.0,22.0,15.090909090909092,4.770036347162017,8.0,16.0,16.0,16.0,28.0
2087,30.0,2087.0,0.0,2087.0,2087.0,2087.0,2087.0,2087.0,30.0,15.533333333333333,9.331937498251067,8.0,8.0,10.0,20.0,36.0
2149,43.0,2149.0,0.0,2149.0,2149.0,2149.0,2149.0,2149.0,43.0,14.284883720930232,8.059965252227187,2.75,6.75,15.0,19.25,30.25
2155,10.0,2155.0,0.0,2155.0,2155.0,2155.0,2155.0,2155.0,10.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
2170,185.0,2170.0,0.0,2170.0,2170.0,2170.0,2170.0,2170.0,185.0,18.069621621621636,7.504228110203265,6.0,8.0,21.42,24.0,28.0
2183,5.0,2183.0,0.0,2183.0,2183.0,2183.0,2183.0,2183.0,5.0,22.0,4.47213595499958,20.0,20.0,20.0,20.0,30.0
2192,10.0,2192.0,0.0,2192.0,2192.0,2192.0,2192.0,2192.0,10.0,9.4,2.988868236194653,4.0,8.0,10.0,12.0,12.0
2213,8.0,2213.0,0.0,2213.0,2213.0,2213.0,2213.0,2213.0,8.0,13.08,4.485863509801812,8.0,10.58,11.44,17.16,20.0
2238,6.0,2238.0,0.0,2238.0,2238.0,2238.0,2238.0,2238.0,6.0,21.333333333333332,4.131182235954578,16.0,18.0,24.0,24.0,24.0
2243,5.0,2243.0,0.0,2243.0,2243.0,2243.0,2243.0,2243.0,5.0,9.6,0.8944271909999159,8.0,10.0,10.0,10.0,10.0
2244,21.0,2244.0,0.0,2244.0,2244.0,2244.0,2244.0,2244.0,21.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
2247,3.0,2247.0,0.0,2247.0,2247.0,2247.0,2247.0,2247.0,3.0,48.333333333333336,14.433756729740644,40.0,40.0,40.0,52.5,65.0
2259,2.0,2259.0,0.0,2259.0,2259.0,2259.0,2259.0,2259.0,2.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
2275,1.0,2275.0,,2275.0,2275.0,2275.0,2275.0,2275.0,1.0,8.0,,8.0,8.0,8.0,8.0,8.0
2284,3.0,2284.0,0.0,2284.0,2284.0,2284.0,2284.0,2284.0,3.0,16.666666666666668,5.773502691896257,10.0,15.0,20.0,20.0,20.0
2290,49.0,2290.0,0.0,2290.0,2290.0,2290.0,2290.0,2290.0,49.0,38.16326530612245,15.349788867678699,8.0,29.75,40.0,44.0,60.0
2291,5.0,2291.0,0.0,2291.0,2291.0,2291.0,2291.0,2291.0,5.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
2354,7.0,2354.0,0.0,2354.0,2354.0,2354.0,2354.0,2354.0,7.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
2404,8.0,2404.0,0.0,2404.0,2404.0,2404.0,2404.0,2404.0,8.0,8.75,2.3145502494313788,5.0,8.75,10.0,10.0,10.0
2461,123.0,2461.0,0.0,2461.0,2461.0,2461.0,2461.0,2461.0,123.0,12.097560975609756,3.337355962745236,4.0,8.0,12.0,14.0,20.0
2507,1.0,2507.0,,2507.0,2507.0,2507.0,2507.0,2507.0,1.0,36.0,,36.0,36.0,36.0,36.0,36.0
2557,3.0,2557.0,0.0,2557.0,2557.0,2557.0,2557.0,2557.0,3.0,7.1066666666666665,0.7736493607140984,6.66,6.66,6.66,7.33,8.0
2563,3.0,2563.0,0.0,2563.0,2563.0,2563.0,2563.0,2563.0,3.0,24.0,0.0,24.0,24.0,24.0,24.0,24.0
2607,3.0,2607.0,0.0,2607.0,2607.0,2607.0,2607.0,2607.0,3.0,30.666666666666668,4.618802153517007,28.0,28.0,28.0,32.0,36.0
2611,2.0,2611.0,0.0,2611.0,2611.0,2611.0,2611.0,2611.0,2.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0
2678,4.0,2678.0,0.0,2678.0,2678.0,2678.0,2678.0,2678.0,4.0,31.25,12.5,25.0,25.0,25.0,31.25,50.0
2737,9.0,2737.0,0.0,2737.0,2737.0,2737.0,2737.0,2737.0,9.0,19.804444444444446,10.712169611137503,8.0,8.0,16.0,29.12,32.0
2743,43.0,2743.0,0.0,2743.0,2743.0,2743.0,2743.0,2743.0,43.0,56.27906976744186,9.533338947872183,30.0,60.0,60.0,60.0,60.0
2814,1.0,2814.0,,2814.0,2814.0,2814.0,2814.0,2814.0,1.0,52.0,,52.0,52.0,52.0,52.0,52.0
2898,21.0,2898.0,0.0,2898.0,2898.0,2898.0,2898.0,2898.0,21.0,21.142857142857142,1.851640199545103,20.0,20.0,20.0,24.0,24.0
2906,2.0,2906.0,0.0,2906.0,2906.0,2906.0,2906.0,2906.0,2.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0
2945,6.0,2945.0,0.0,2945.0,2945.0,2945.0,2945.0,2945.0,6.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
2950,64.0,2950.0,0.0,2950.0,2950.0,2950.0,2950.0,2950.0,64.0,10.770468749999994,5.5940366291732255,2.5,6.75,9.0,15.42,25.0
2961,69.0,2961.0,0.0,2961.0,2961.0,2961.0,2961.0,2961.0,69.0,41.49333333333335,12.690726543270822,4.76,40.0,40.0,45.4,64.0
2972,25.0,2972.0,0.0,2972.0,2972.0,2972.0,2972.0,2972.0,25.0,24.1224,7.3691430302308545,9.38,18.76,24.0,28.14,40.0
3014,1.0,3014.0,,3014.0,3014.0,3014.0,3014.0,3014.0,1.0,21.84,,21.84,21.84,21.84,21.84,21.84
3020,1.0,3020.0,,3020.0,3020.0,3020.0,3020.0,3020.0,1.0,24.0,,24.0,24.0,24.0,24.0,24.0
3034,30.0,3034.0,0.0,3034.0,3034.0,3034.0,3034.0,3034.0,30.0,26.627666666666663,12.443473759180042,4.0,16.0,26.22,33.12,52.0
3038,1.0,3038.0,,3038.0,3038.0,3038.0,3038.0,3038.0,1.0,40.0,,40.0,40.0,40.0,40.0,40.0
3111,7.0,3111.0,0.0,3111.0,3111.0,3111.0,3111.0,3111.0,7.0,23.214285714285715,11.964729913573557,10.0,12.5,22.5,33.75,37.5
3119,5.0,3119.0,0.0,3119.0,3119.0,3119.0,3119.0,3119.0,5.0,12.8,6.572670690061994,8.0,8.0,8.0,20.0,20.0
3123,46.0,3123.0,0.0,3123.0,3123.0,3123.0,3123.0,3123.0,46.0,8.719130434782606,3.75005293360386,4.0,4.0,8.88,12.99,16.0
3143,7.0,3143.0,0.0,3143.0,3143.0,3143.0,3143.0,3143.0,7.0,6.948571428571428,0.9835213702377217,6.16,6.16,6.16,8.0,8.0
3159,4.0,3159.0,0.0,3159.0,3159.0,3159.0,3159.0,3159.0,4.0,24.375,9.213893494789993,12.5,21.875,25.0,27.5,35.0
3176,14.0,3176.0,0.0,3176.0,3176.0,3176.0,3176.0,3176.0,14.0,17.142857142857142,4.554915229425542,8.0,16.0,20.0,20.0,20.0
3222,1.0,3222.0,,3222.0,3222.0,3222.0,3222.0,3222.0,1.0,40.0,,40.0,40.0,40.0,40.0,40.0
3233,2.0,3233.0,0.0,3233.0,3233.0,3233.0,3233.0,3233.0,2.0,10.15,0.0,10.15,10.15,10.15,10.15,10.15
3250,18.0,3250.0,0.0,3250.0,3250.0,3250.0,3250.0,3250.0,18.0,18.666666666666668,6.7909975010173245,6.0,18.0,19.5,21.0,30.0
3267,12.0,3267.0,0.0,3267.0,3267.0,3267.0,3267.0,3267.0,12.0,34.666666666666664,9.237604307034012,16.0,32.0,40.0,40.0,40.0
3270,46.0,3270.0,0.0,3270.0,3270.0,3270.0,3270.0,3270.0,46.0,40.172826086956526,0.8250054896611382,39.95,40.0,40.0,40.0,44.0
3271,5.0,3271.0,0.0,3271.0,3271.0,3271.0,3271.0,3271.0,5.0,16.954,5.673101444536313,11.12,13.75,13.9,22.0,24.0
3330,9.0,3330.0,0.0,3330.0,3330.0,3330.0,3330.0,3330.0,9.0,17.77777777777778,2.9059326290271152,12.0,16.0,20.0,20.0,20.0
3336,1.0,3336.0,,3336.0,3336.0,3336.0,3336.0,3336.0,1.0,25.0,,25.0,25.0,25.0,25.0,25.0
3389,40.0,3389.0,0.0,3389.0,3389.0,3389.0,3389.0,3389.0,40.0,6.375,2.261012933881513,4.0,4.0,6.5,8.0,10.0
3424,32.0,3424.0,0.0,3424.0,3424.0,3424.0,3424.0,3424.0,32.0,37.807812500000004,13.505190814329561,16.0,27.950000000000003,40.0,41.3,65.0
3447,32.0,3447.0,0.0,3447.0,3447.0,3447.0,3447.0,3447.0,32.0,14.375,2.4593468841898236,5.0,15.0,15.0,15.0,15.0
3449,27.0,3449.0,0.0,3449.0,3449.0,3449.0,3449.0,3449.0,27.0,33.43925925925925,11.954966115167991,5.52,35.32,40.0,40.010000000000005,40.02
3456,12.0,3456.0,0.0,3456.0,3456.0,3456.0,3456.0,3456.0,12.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
3556,5.0,3556.0,0.0,3556.0,3556.0,3556.0,3556.0,3556.0,5.0,36.0,8.94427190999916,20.0,40.0,40.0,40.0,40.0
3577,10.0,3577.0,0.0,3577.0,3577.0,3577.0,3577.0,3577.0,10.0,8.038,0.12016655108639866,8.0,8.0,8.0,8.0,8.38
3590,1.0,3590.0,,3590.0,3590.0,3590.0,3590.0,3590.0,1.0,43.2,,43.2,43.2,43.2,43.2,43.2
3600,3.0,3600.0,0.0,3600.0,3600.0,3600.0,3600.0,3600.0,3.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
3648,2.0,3648.0,0.0,3648.0,3648.0,3648.0,3648.0,3648.0,2.0,34.0,2.8284271247461903,32.0,33.0,34.0,35.0,36.0
3711,7.0,3711.0,0.0,3711.0,3711.0,3711.0,3711.0,3711.0,7.0,10.714285714285714,2.5877458475338284,7.5,9.375,11.25,11.25,15.0
3751,3.0,3751.0,0.0,3751.0,3751.0,3751.0,3751.0,3751.0,3.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
3818,4.0,3818.0,0.0,3818.0,3818.0,3818.0,3818.0,3818.0,4.0,7.33,0.7736493607140985,6.66,6.66,7.33,8.0,8.0
3831,1.0,3831.0,,3831.0,3831.0,3831.0,3831.0,3831.0,1.0,16.25,,16.25,16.25,16.25,16.25,16.25
3852,1.0,3852.0,,3852.0,3852.0,3852.0,3852.0,3852.0,1.0,8.0,,8.0,8.0,8.0,8.0,8.0
